id|nct_id|outcome_type|measure|time_frame|population|description
191687214|NCT04265963|secondary|Cellular kinetics of CD123 CAR-T in Blood|2 years||In vivo (peripheral blood) rate and quantity of CD123 CAR-T cells were determined by means of flow cytometry and qPCR
191687215|NCT04265963|secondary|Cellular kinetics of CD123 CAR-T in Bone marrow|2 years||In vivo (bone marrow) rate and quantity of CD123 CAR-T cells were determined by means of flow cytometry and qPCR
191687216|NCT04265963|secondary|Cellular kinetics of CD123 positive cells in Bone marrow|1 years||In vivo (bone marrow) rate and quantity of CD123 positive cells were determined by means of flow cytometry
191687217|NCT04265963|secondary|Duration of Response (DOR) of CD123 CAR-T treatment in patients with refractory/relapsed AML|2 years||DOR will be assessed from the first assessment of CR or CRi to the first assessment of recurrence or progression of the disease or death from any cause (censored)
191687218|NCT04265963|secondary|Progress-free survival(PFS) of CD123 CAR-T treatment in patients with refractory/relapsed AML|2 years||PFS will be assessed from the first CAR-T cell infusion to death from any cause or the first assessment of progression (censored)
191687219|NCT04265963|secondary|Overall survival(OS) of CD123 CAR-T treatment in patients with refractory/relapsed AML|2 years||OS will be assessed from the first CAR-T cell infusion to death from any cause (censored)
191688737|NCT04788472|primary|Dose-limiting toxicity (DLT)|Baseline up to 28 days after CAR-T cells infusion||Adverse events assessed according to NCI-CTCAE v5.0 criteria
191688738|NCT04788472|primary|Incidence of treatment-emergent adverse events (TEAEs)|Up to 2 years after CAR-T cells infusion||Incidence of treatment-emergent adverse events [Safety and Tolerability]
191688739|NCT04788472|secondary|Complete Remission Rate|up to 28 days after CAR-T cells infusion||Complete Remission Rate after CAR-T cell therapy
191688740|NCT04788472|secondary|Overall survival (OS)|Up to 2 years after CD19 CAR-T cells infusion||From the first infusion of CD19 CAR-T cells to death or the last visit
191688741|NCT04788472|secondary|Leukemia-free survival (LFS)|Up to 2 years after CD19 CAR-T cells infusion||From the complete remission to the occurrence of any event, including death, relapse (any one occurs first), and the last visit
191688742|NCT04788472|secondary|Quality of life|At Baseline, Month 1, 3, 6, 9 and 12||Assessment using European Organisation for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) scale [For item1-28: max score: 112, min score: 28, higher scores mean a better outcome; for item 28-29: max score: 14, min score: 2, higher scores mean a worse outcome] to measure Quality of life at Baseline, Month 1, 3, 6, 9 and 12
192131194|NCT05412329|primary|Dose limitinged toxicity（DLT）after GC012F infusion|Up to 21 days after patients infused with GC012F injectiom||Incidence of dose-limiting toxicities within 21 days after GC012F infusion.
192131195|NCT05412329|primary|Adverse Events (AE) after infusion|Up to 48 weeks after patients infused with GC012F injectiom||Incidence of adverse events within 48 weeks after GC012F infusion
192131196|NCT05412329|secondary|Overall Response Rate(ORR)|Up to 24 weeks after patients infused with GC012F injectiom||Response assessed according to IMWG criteria (Kumar, Shaji et al. 2016), ORR (sCR, CR,VGPR, and PR) within 24 weeks after infusion Minimal Residual Disease (MRD) assessed by Euroflow ;
192131197|NCT05412329|secondary|Progression-free survival (PFS), Overall Survival (OS), Duration Of Response (DOR)|Up to 1/3/6/9/12 months after patients infused with GC012F injectiom||Progression-free survival (PFS), overall survival (OS), duration of response (DOR) within 48 weeks after infusion (1/3/6/9/12 months after infusion);
192131198|NCT05412329|secondary|CAR-T cell counts and number of CAR gene copies|Up to 48 weeks after patients infused with GC012F injectiom||CAR-T cell counts and number of CAR gene copies in the blood, bone marrow and/or tumor tissue within 48 weeks after GC012F infusion.
190729563|NCT02876978|primary|Safety and tolerance: Occurrence of study related adverse events|24 weeks||Occurrence of study related adverse events, defined as laboratory toxicities and clinical events that are possibly, likely or definitely related to study treatment at any time from the infusion until week 24. This will include infusive toxicity, and any toxicity possibly related to the CAR-GPC3 T cells.
190729564|NCT02876978|secondary|Engraftment: the DNA vector copies per mL blood of CAR-GPC3 T cells|2 years||The DNA vector copies per mL blood of CAR-GPC3 T cells on week 4 after the first infusion by Q-PCR. Q-PCR for CAR-GPC3 vector sequences will also be performed after infusion thereafter until any 2 sequential tests are negative documenting loss of CAR-GPC3 T cells within 2 years.
190729732|NCT04303520|primary|Safety measured by occurrence of study related adverse effects defined by NCI CTCAE 4.0|6 months||Safety measured by occurrence of study related adverse effects defined by NCI CTCAE 4.0
190729733|NCT04303520|secondary|Overall complete remission rate defined by the standard response criteria for malignant lymphoma for each arm|8 weeks||Overall complete remission rate defined by the standard response criteria for malignant lymphoma for each arm
190729734|NCT04303520|secondary|Duration of CAR-positive T cells in circulation|6 months||Duration of CAR-positive T cells in circulation
190729735|NCT04303520|secondary|Total number of CAR-positive T cells infiltrated into lymphoma tissue|6 months||Total number of CAR-positive T cells infiltrated into lymphoma tissue
190237057|NCT04693676|primary|MTD|Up to 24 months after C-CAR039 infusion||maximum tolerated dose or clinical recommended dose
190237058|NCT04693676|primary|DLT|Up to 28 days after C-CAR039 infusion||Dose limiting toxicity
190237059|NCT04693676|primary|AE/SAE/AESI|Up to 24 months after C-CAR039 infusion||adverse events (AE), serious adverse event (SAE), adverse events of sepical interest (AESI) (including cytokine release syndrome (CRS), and nerve toxicity), laboratory tests (type, frequency and severity), vital signs and ECG abnormality rate.
190237060|NCT04693676|secondary|C-CAR039 CAR expansion and persistence|Up to 24 Months after C-CAR039 infusion||After C-CAR039 infusion, peripheral blood EXP039 CAR expansion and persistence in vivo, including Cmax, Tmax, AUC0-28day, Tlast
190237061|NCT04693676|secondary|Overall response rate (ORR)|Up to 24 Months after C-CAR039 infusion||Complete response (CR) rate plus partial response (PR) rate by Lugano 2014 criteria
190237062|NCT04693676|secondary|Duration of response (DOR)|Up to 24 Months after C-CAR039 infusion||The time from the date of first response (PR or better) to the date of disease progression or death after C-CAR039 infusion
190237063|NCT04693676|secondary|Progression-free survival (PFS)|Up to 24 Months after C-CAR039 infusion||The time from C-CAR039 infusion to the date of progression as assessed by Lugano 2014 criteria or death
190237064|NCT04693676|secondary|Overall survival (OS)|Up to 24 Months after C-CAR039 infusion||The time from C-CAR039 infusion to the date of death
192133135|NCT04977193|primary|Maximum tolerable dose（MTD）|1month||MTD determination will based on the incidence of reported adverse events (including dose-limiting toxicities) and abnormal laboratory test results.
192133136|NCT04977193|primary|Incidence of Treatment-Emergent Adverse Events [Safety]|2 years||AEs according to CTCAE v 5.0.
192133137|NCT04977193|secondary|Overall Response rate（ORR）|2 years||the proportion of patients with best overall response of complete response (CR) or partial response (PR), as per local investigator´s assessment and according to Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1 criteria
192133138|NCT04977193|secondary|Area under the curve from time 0 to the last time point (AUC0-t)|1 years||Area under the curve from time 0 to the last time point for serum CAR-T cells
192133139|NCT04977193|secondary|Apparent clearance (CL)|1 years||Apparent clearance for serum CAR-T cells
192133140|NCT04977193|secondary|Maximum concentration (Cmax)|1 years||Maximum concentration for serum CAR-T cells
192133141|NCT04977193|secondary|Half-life (T½）|1 years||Half-life for serum CAR-T cells
192133142|NCT04977193|secondary|Area under the serum concentration-time curve (AUC0-inf)|1 years||Area under the serum concentration-time curve for serum CAR-T cells
192133143|NCT04977193|secondary|Time to maximum concentration (Tmax)|1 years||Time to maximum concentration for serum CAR-T cells
192133144|NCT04977193|secondary|Terminal elimination rate constant (λz)|1 years||Terminal elimination rate constant for serum CAR-T cells
192133145|NCT04977193|secondary|Area under the curve above baseline of ANC [ANC_AUC(0-tlast)]|1 years||Area under the curve above baseline of ANC for serum CAR-T cells
191700549|NCT02915445|primary|Number of participants with treatment-related adverse events/dose limiting toxicity as assessed by CTCAE v4.0|6 weeks after infusion||Determine the largest dose of EpCAM CAR-T cells for patients with nasopharyngeal carcinoma, breast cancer and other tumors expressing EpCAM.
191700550|NCT02915445|secondary|Response rate of participants treated with EpCAM CAR-T cells assessed by RECIST v1.1|24 months after infusion of the CAR-T cells||Determine whether there is therapeutic efficacies of the safe dose infusion of EpCAM CAR-T cells for patients with solid tumors.
191700551|NCT02915445|secondary|Persistence of EpCAM CAR-T cells and correlation with the Response rate|24 months post CAR-T infusion||
191702251|NCT04703686|primary|Overall Survival|4 years||Overall survival will be measured from the date of C1D1 of glofitamab to the date of death from any cause. Alive patients will be censored at the date of last contact
191702252|NCT04703686|secondary|Metabolic response rates according to Lugano classification|At the end of Cycle 2 (1st cycle of 14 days and subsequent cycles of 21 days)||Response will be assessed by local and central review by PET scan according to Lugano classification
191702253|NCT04703686|secondary|Metabolic response rates according to Lugano classification|At the end of Cycle 6 (1st cycle of 14 days and subsequent cycles of 21 days)||Response will be assessed by local and central review by PET scan according to Lugano classification
