id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
33242410|NCT04097301|Secondary|Phase I: The Levels of Circulating MLM-CAR44.1 T-cells in Blood Samples|The levels will be evaluated by flow cytometry and qPCR (in vivo pharmacokinetic profile).|At day 7, 14, 21, 28, 60, 90, 180 from infusion, assessed as day 0||||Participants|||Count of Participants
33242411|NCT04097301|Secondary|Phase I: The Percentage of Patients for Whom Activation of Suicide Gene Was Needed|Suicide gene activation and elimination of transduced cells will be established through administration of ganciclovir in case of cytokine-release syndrome (CRS) and other MLM-CAR44.1 T-cell related toxicities.|At day 7, 14, 21, 28, 60, 90, 180 from infusion, assessed as day 0|Data were not collected because no MLM-CAR44.1 T-cell related toxicities occurred||||||
33242412|NCT04097301|Secondary|Phase IIa: Hematologic Disease Response in AML|The hematologic disease response will be classified with the following response criteria: complete response (CR), incomplete response (CRi) and partial response (PR) according to ELN criteria.|1, 2 and 6 months after MLM-CAR44.1 T-cell infusion, assessed as day 0.|Data were not collected because Phase IIa was not performed due to early end of trial||||||
33242413|NCT04097301|Secondary|Phase IIa: Hematologic Disease Response in MM|The hematologic disease response will be defined based on the overall response rate (ORR): stringent complete response (sCR), complete response (CR), very good partial response (VGPR), and partial response (PR) according to IMWG criteria|1, 2 and 6 months after T-cell infusion, assessed as day 0|Data were not collected because Phase IIa was not performed due to early end of trial||||||
33242414|NCT04097301|Secondary|Phase IIa: Overall Survival (OS)|Overall Survival (OS) is defined as the time from the date of MLM-CAR44.1 T-cell infusion to the date of last follow-up or death due to any cause, whichever occurs first. One patients out of the 2 treated was still alive at the date of the early study termination. One patient died after EURE-CART-1 cell infusion, at day 121, for disease progression.|At the date of the early study termination|Data were not collected because Phase IIa was not performed due to early end of trial||||||
33242415|NCT04097301|Other Pre-specified|Exploratory Outcome of Phase IIa: Percentages of Patients With Minimal Residual Disease|AML: proportion of patients with a molecular complete response (CR); MM: proportion of patients with a molecular CR.|AML: 2 months after infusion, assessed as day 0. MM: 3 months after infusion, assessed as day 0|Data were not collected because Phase IIa was not performed due to early end of trial||||||
33122765|NCT04160195|Primary|Number of Participants Administered T Cells Expressing a Novel Fully- Human Anti-cluster of Differentiation 19 (CD19) and Anti-cluster of Differentiation 20 (CD20) Chimeric Antigen Receptors (CAR) Who Experienced a Dose-limiting Toxicity (DLT)|A DLT are defined as toxicities assessed by the Common Terminology Criteria for Adverse Events v5.0 that are possibly, probably, or definitely attributable to protocol interventions and occurring between the first protocol treatment through 28 days after the CAR T-cell infusion.|First protocol treatment through 28 days after the CAR T-cell infusion.|1/2 participants were evaluable on group 1 and no participants were enrolled on group 2. The study was terminated. No participants experienced a DLT probably or definitely attributable to interventions.|||Participants|||Count of Participants
33122766|NCT04160195|Secondary|Percentage of Peak Blood Chimeric Antigen Receptors (CAR) T Cells|We measured CAR T-cell persistence by detecting the CAR gene in peripheral blood mononuclear cells (PBMC) by polymerase chain reaction (PCR).|119 days after CAR T-cell infusion|1/2 participants were treated on group 1 and no participants were enrolled on group 2. The study was terminated.|||percentage of PBMC|||Number
33122767|NCT04160195|Secondary|Percentage of Peripheral Blood Mononuclear Cells (PBMC) of Chimeric Antigen Receptors (CAR) T Cells|Peak blood levels of Chimeric Antigen Receptors (CAR) T cells were measured by exact Wilcoxon rank sum test.|pretreatment and multiple days from day 1 to day 173 after infusion.|1/2 participants were treated on group 1 and no participants were enrolled on group 2. The study was terminated.|||percentage of PBMC|||Number
33122768|NCT04160195|Secondary|Number of Participants With Clinical Response|Response for lymphoma was assessed by the Revised Response Criteria for Malignant Lymphoma and The Lugano Classification. Complete Remission (CR) is complete disappearance of all detectable clinical evidence of disease. Partial Remission (PR) is ≥ 50% decrease in nodes or masses. Progressive Disease (PD) is Response ≥ 50% increase in a single node. Stable Disease (SD) is neither sufficient shrinkage to qualify for PR nor PD. For participants with Chronic Lymphocytic Leukemia (CLL),response was assessed by the International Workshop on CLL. CR is no lymph nodes ≥ 1.5 cm on physical exam or relevant computed tomography. PR is a ≥ 50% decrease in peripheral B lymphocyte count from pre-treatment value. PD is a ≥ 50% increase in the greatest diameter of any lymph node that was enlarged pretreatment. And SD are participants who do not fulfill the criteria for CR, PR or PD.|Approximately 1 year 5 months|1/2 participants were evaluable on group 1 and no participants were enrolled on group 2 because the study was terminated.|||Participants|||Count of Participants
33122769|NCT04160195|Secondary|Last Time-Point at Which Chimeric Antigen Receptors (CAR) T Cells Were Detected in the Blood|Chimeric Antigen Receptors (CAR) T cell persistence was measured in the blood by quantitative polymerase chain reaction (PCR). CAR T cells that are detected in the participant's blood that persist for a significant length of time is a positive finding.|119 days after CAR T-cell infusion|1/2 participants were treated on group 1 and no participants were enrolled on group 2. The study was terminated.|||Days|||Number
33122770|NCT04160195|Other Pre-specified|Number of Participants With Serious and Non-serious Adverse Events Assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0)|Here is the number of participants with serious and non-serious adverse events assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). A non-serious adverse event is any untoward medical occurrence. A serious adverse event is an adverse event or suspected adverse reaction that results in death, a life-threatening adverse drug experience, hospitalization, disruption of the ability to conduct normal life functions, congenital anomaly/birth defect or important medical events that jeopardize the patient or subject and may require medical or surgical intervention to prevent one of the previous outcomes mentioned.|Date treatment consent signed to date off study, approximately 7 months and 18 days.|1/2 participants were treated on group 1 and no participants were enrolled on group 2. The study was terminated.|||Participants|||Count of Participants
33122771|NCT04160195|Other Pre-specified|Maximum Tolerated Dose (MTD) of Chimeric Antigen Receptors (CAR) T Cells|The maximum tolerated dose is the dose at which a maximum of 1 of 6 participants has a dose-limiting toxicity (DLT). A DLT are defined as toxicities that are possibly, probably, or definitely attributable to protocol interventions and occurring between the first protocol treatment through 28 days after the CAR T-cell infusion.|First protocol treatment through 28 days after the CAR T-cell infusion.||||T cells|||Number
33037976|NCT03761056|Primary|Complete Response (CR) Rate Per the Lugano Classification as Determined by Study Investigators|Complete Response Rate (CRR): percentage of participants with CR [complete metabolic response (CMR); complete radiological response (CRR)]. CMR: positron emission tomography (PET) 5-point scale (5-PS) scores of 1 (no uptake above background), 2 (uptake ≤ mediastinum), 3 (uptake > mediastinum but ≤ liver) with/without a residual mass); no new lesions; and no evidence of fluorodeoxyglucose (FDG)-avid disease in bone marrow (BM). CRR: target nodes/nodal masses regressed to ≤ 1.5 cm in longest transverse diameter of lesion (LDi); no extralymphatic sites of disease; absent non-measured lesion (NMLs); organ enlargement regress to normal; no new sites; and bone marrow normal by morphology.|First infusion date of axicabtagene ciloleucel to data cut off date of 17 May 2021 (maximum duration: 26.2 months)|The response evaluable analysis set included participants who were enrolled and treated with axicabtagene ciloleucel at a dose of at least 1 x 10^6 anti-CD19 CAR T cells/kg, and centrally confirmed disease type (double-/triple- hit lymphomas) or International Prognostic Index (IPI) score ≥ 3.|||percentage of participants||95% Confidence Interval|Number
