id|nct_id|intervention_type|name|description
56512153|NCT05648019|Biological|Anti-CD19 CAR T-cells|A target per-protocol dose of vi able CD19 CAR transduced T-cells will consist of a single infusion of 0.2 to 5.0 x 10e6 lentiviral-transduced viable 41BB-CD19 CAR T-cells per kg body weight.
56651063|NCT05633615|Biological|Axicabtagene Ciloleucel|Given IV
56651064|NCT05633615|Procedure|Biospecimen Collection|Undergo collection of blood and tissue samples
56651065|NCT05633615|Procedure|Computed Tomography|Undergo PET-CT or CT
56651066|NCT05633615|Drug|Cyclophosphamide|Given IV
56651067|NCT05633615|Drug|Fludarabine|Given IV
56651068|NCT05633615|Biological|Lisocabtagene Maraleucel|Given IV
56651069|NCT05633615|Biological|Mosunetuzumab|Given IV
56651070|NCT05633615|Other|Patient Observation|Undergo observation
56651071|NCT05633615|Drug|Polatuzumab Vedotin|Given IV
56651072|NCT05633615|Procedure|Positron Emission Tomography|Undergo PET-CT
56651073|NCT05633615|Biological|Tisagenlecleucel|Given IV
56651086|NCT05587543|Behavioral|PK Blood Collection|All subjects were subjected to PK blood sampling as prescribed by the protocol.
56651087|NCT05587543|Drug|CAR|Target A positive subjects will receive CAR-T cell therapy.
56651088|NCT05587543|Drug|TCR|Target A negative, Target B positive and Target C positive subjects will receive TCR-T cell therapy.
56512631|NCT04657861|Drug|APRIL CAR-T cells|Each subject receive APRIL CAR T-cells by intravenous infusion
56651653|NCT02442297|Biological|HER2-specific T cells|"Dosing Schedule 1:~Cycle 1 A: 1x10^7 cells~Cycle 2 A: 1x10^7 cells~Cycle 3 A: 1x10^7 cells~Dosing Schedule 2:~Cycle 1 A: 1x10^7 cells~Cycle 2 B: 3x10^7 cells~Cycle 3 B: 3x10^7 cells~Dosing Schedule 3:~Cycle 1 A: 1x10^7 cells~Cycle 2 B: 3x10^7 cells~Cycle 3 C: 1x10^8 cells~Subsequent cycles*~*Additional cycles may be administered at ≤ the final cell dose reached in cycle 3, provided that the subject continues to meet eligibility criteria and does not have confirmed progressive disease."
56512920|NCT03605238|Biological|Corticosteroids & tanCART19/20|Twelve days of high-dose IV methylprednisolone (1000mg×3 days, 500mg×3 days, 240mg×3 days, 120mg×3 days) before anti-CD19/20 CAR T cells infusion. The dose is 1E5~2E6 anti-CD19/20-CAR positive T cells. The cells infusion process may last for 30 min.
56513822|NCT04083495|Biological|ATLCAR.CD30 T cells|Autologous T Lymphocyte Chimeric Antigen Receptor cells targeted against the CD30 antigen at dose of 2 × 10^8 CAR-T/m^2 with a maximum dose of 5 × 10^8 CAR-T cells
56513823|NCT04083495|Drug|Bendamustine|70 mg/m^2 administered IV for 3 days for lymphodepletion 2-14 days prior to first cell infusion
56513824|NCT04083495|Drug|Fludarabine|30 mg/m^2 administered IV for 3 days for lymphodepletion 2-14 days prior to first and second cell infusion
56513825|NCT04083495|Drug|Cyclophosphamide|300 mg/m^2 administered IV for 3 days for lymphodepletion 2-14 days prior to second cell infusion and 2-14 days prior to the first cell infusion for subjects who have previously had hypersensitivity to bendamustine
56513871|NCT03873805|Biological|Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-lymphocytes|Given IV
56513872|NCT03873805|Drug|Cyclophosphamide|Given IV
56513873|NCT03873805|Drug|Fludarabine|Given IV
56513874|NCT03873805|Drug|Fludarabine Phosphate|Given IV
56513897|NCT03648372|Drug|TAK-981|Intravenous infusion.
56652783|NCT05623488|Drug|huCART-meso cells|Autologous T cells lentivirally transduced with chimeric anti-mesothelin immunoreceptor M5 scFv fused to the 4-1BB and CD3ζ signaling domains
56652784|NCT05623488|Device|Mesothelin Expression Testing|Laboratory Developed Test
56375842|NCT03851146|Biological|LeY CAR T cells|Autologous peripheral blood T-lymphocytes transduced with the anti-LeY-scFv-CD28-ζ vector (LeY CAR T cells)
56514220|NCT02132624|Biological|Autologous 3rd generation CD19-targeting CAR T cells|Autologous CD19-targeting CAR T cells with three signaling domains derived from CD3zeta, CD28 and 4-1BB.
56652927|NCT05457010|Biological|SPRX002|"SPRX002 is a soluble protein with a TAG region to which ARC-T cells bind and a binding region targeting CD123"
56652928|NCT05457010|Biological|ARC-T Cells|"ARC-T Cells is a genetically modified autologous T-cell product. The T cell has a binding domain chimeric antigen receptor (CAR), which specifically binds to the TAG protein of the soluble protein antigen-receptor x-linker (sparX; specifically, SPRX002). When ARC-T cells bind to a TAG and the SPRX protein is bound to its target (in this case CD123), ARC-T cells are capable of activation, expansion, and killing (based on preclinical experiments)."
56652931|NCT05454241|Drug|Anti-CD7 CAR-T|Universal CAR-T cells targeting CD7
56652939|NCT05442580|Drug|3x10(6) CART-38 cellls|3x10(6) CART-38 cells via intravenous infusion
56652940|NCT05442580|Drug|7x10(5) CART-38 cells|7x10(5) CART-38 cells via intravenous infusion
56652941|NCT05442580|Drug|7x10(6) CART-38 cells|7x10(6) CART-38 cells via intravenous infusion
56652942|NCT05442580|Drug|3x10(7) CART-38 cells|3x10(7) CART-38 cells via intravenous infusion
56652943|NCT05442580|Drug|Cyclophosphamide|Lymphodepleting chemotherapy administered at physician discretion
56652944|NCT05442580|Drug|Fludarabine|Lymphodepleting chemotherapy administered at physician discretion
56652953|NCT05432635|Biological|Anti-CD19-CAR CMV-specific T-lymphocytes|Given IV
56652954|NCT05432635|Procedure|Autologous Hematopoietic Stem Cell Transplantation|Undergo autoHSCT
56652955|NCT05432635|Biological|Multi-peptide CMV-Modified Vaccinia Ankara Vaccine|Given IM
56652956|NCT05432635|Procedure|Myeloablative Conditioning|Given standard conditioning regimen
56514267|NCT05370547|Drug|Chidamide|"Chidamide monotherapy mode: Chidamide was administered for at least 6 times after leukapheresis, 10mg oral D1-4, 20mg oral D7 every 3 days to the beginning day of FC conditioning.~Chidamide combination mode: The combination of one or more of the following drugs in addition to chidamide is permitted: glucocorticoids, BTK inhibitors, chemotherapy, other previously used resistance drugs, etc."
56514268|NCT05370547|Drug|Fludarabine and cyclophosphamide|Patients should be received FC regimen conditioning 3 to 5 days prior to CAR-T cell infusion. The recommended regimen is intravenous fludarabine (25-30 mg/m^2) and cyclophosphamide (250-500 mg/m^2) daily for 3 consecutive days. The clinician may also adjust the cleansing regimen according to the patient's actual situation.
56514269|NCT05370547|Biological|Anti-CD19 CAR-T cells|A single infusion of CAR-transduced autologous T cells administered intravenously at a target dose of 100 × 10^6 for Relma-cel or 2 × 10^6/kg for Axi-cel. Other commercial CAR-T doses are determined by specific drug infusion instructions. The dose of experimental CAR-T was determined by the investigator. Infusion volume was calculated based on CAR-T cell density and recommended dose.
56514404|NCT02134262|Drug|Cyclophosphamide or Bendamustine|Cyclophosphamide [1.5 g/m^2 x 1 day Intravenous (IV)] or Bendamustine [120 mg/m^2 x 2 days Intravenous (IV)] is administered as Pre-treatment medication of CD19-CAR-T.
56514405|NCT02134262|Genetic|Dose Level -1|CD19-CAR-T [1 x 10^5 cells/kg x 1 day and 2 x 10^5 cells/kg x 1 day Intravenous (IV)] are administered.
56514406|NCT02134262|Genetic|Dose Level 1|CD19-CAR-T [1/3 x 10^6 cells/kg x 1 day and 2/3 x 10^6 cells/kg x 1 day Intravenous (IV)] are administered.
56514407|NCT02134262|Genetic|Dose Level 2|CD19-CAR-T [1 x 10^6 cells/kg x 1 day and 2 x 10^6 cells/kg x 1 day Intravenous (IV)] are administered.
56514408|NCT02134262|Genetic|Dose Level 3|CD19-CAR-T [1/3 x 10^7 cells/kg x 1 day and 2/3 x 10^7 cells/kg x 1 day Intravenous (IV)] are administered.
56050587|NCT04390542|Behavioral|Psychoeducation|"6 sessions (in-person, videoconference, or phone delivery per the caregiver's choice) between the interventionist and caregivers. Topics covered in sessions include:~Session 1: Communication, Support, Self Care, Symptom Management~Sessions 2-4: Communication, Symptom Management, Support~Sessions 5-6: Self-Care, Symptom Management, Communication, Support, Future Planning"
56653379|NCT04877613|Drug|single dose of CART-GFRa4 cells|Intravenous infusion of lentiviral transduced autologous T cells that have been engineered to express an extracellular single chain antibody (scFv) with specificity towards GFRa4 with fludarabine and cyclophosphamide.
56653380|NCT04877613|Drug|Fludarabine|Lyphodepletion
56653381|NCT04877613|Drug|Cyclophosphamide|Lyphodepletion
56514746|NCT03579888|Biological|Autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-HER1t T Cells|Given IV
56514747|NCT03579888|Drug|Cyclophosphamide|Given IV
56514748|NCT03579888|Drug|Fludarabine|Given IV
56653596|NCT04499339|Drug|SLAMF7 CAR-T|Single infusion of autologous SLAMF7 CAR-T cells
56653606|NCT04484012|Drug|Acalabrutinib|Given PO
56653607|NCT04484012|Biological|CD19CAR-CD28-CD3zeta-EGFRt-expressing Tn/mem-enriched T-lymphocytes|Given IV
56515296|NCT05190185|Biological|TAA06 injection|The subjects, who sign the informed consent forms and been screened by inclusion/exclusion criteria, will be treated with 1×106~1×108 CAR-T/kg. And the subjects will be administered once.
56654125|NCT03585764|Drug|MOv19-BBz CAR T cells|intraperitoneally administered lentiviral transduced MOv19-BBz CAR T cells with or without cyclophosphamide + fludarabine as lymphodepleting chemotherapy.
56654126|NCT03585764|Device|Alpha Folate Receptor expression test|Patients will first be pre-screened for alpha folate receptor expression. The test for alpha folate receptor expression is a laboratory developed test+, developed and conducted by the Hospital of the University of Pennsylvania Pathology and Laboratory Medicine lab to determine subject eligibility. This test is not an approved FDA device and its use is investigational.
56654147|NCT03549442|Combination Product|BCMA CART + huCART19|The target dose for CART-BCMA and huCART19 will be 5x108 CAR-expressing cell for each product. Split dose infusions will consist of a 10% dose (of one or both products) on the first infusion day, 30% dose (of one or both products) on the second infusion day, or 60% dose (of one or both products) on the third infusion day. Infusion days may be spread over 7 calendar days due to scheduling constraints or to allow observation of suspected early cytokine release syndrome or other toxicity. Infusions will begin 3 days (+/- 1 day) after completion of lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
56654148|NCT03549442|Combination Product|CART BCMA or CART BCMA + huCART19|The target dose for CART-BCMA and huCART19 will be 5x108 CAR-expressing cell for each product. Cohort 1 refers to the group of subjects assigned to receive CART-BCMA alone; Cohort 2 refers to the group of subjects assigned to receive CART-BCMA + huCART19. Split dose infusions will consist of a 10% dose (of one or both products) on the first infusion day, 30% dose (of one or both products) on the second infusion day, or 60% dose (of one or both products) on the third infusion day. Infusion days may be spread over 7 calendar days due to scheduling constraints or to allow observation of suspected early cytokine release syndrome or other toxicity. Infusions will begin 3 days (+/- 1 day) after completion of lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
56654149|NCT03549442|Combination Product|Single-dose infusion of CART BCMA or CART BCMA + huCART19|The target dose for CART-BCMA and huCART19 will be 5x108 CAR-expressing cell for each product. Cohort 1 refers to the group of subjects assigned to receive single dose infusions of CART-BCMA alone; Cohort 2 refers to the group of subjects assigned to receive single dose infusions of CART-BCMA + huCART19. Infusions will begin 3 days (+/- 1 day) after completion of lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
56654150|NCT03549442|Combination Product|BCMA CART + huCART19|The target dose for CART-BCMA and huCART19 will be 5x108 CAR-expressing cell for each product. Split dose infusions will consist of a 10% dose (of one or both products) on the first infusion day, 30% dose (of one or both products) on the second infusion day, or 60% dose (of one or both products) on the third infusion day. Infusion days may be spread over 7 calendar days due to scheduling constraints or to allow observation of suspected early cytokine release syndrome or other toxicity. Infusions will begin 3 days (+/- 1 day) after completion of lymphodepleting chemotherapy with cyclophosphamide + fludarabine.
56654222|NCT03288493|Biological|P-BCMA-101 CAR-T cells|"P-BCMA-101 is an autologous, principally Tscm, CAR-T cell product (also called called a CARTyrin T cell product) targeting the myeloma selective protein BCMA. P-BCMA-101 cells are produced using a non-viral vector carrying the gene for an anti-BCMA Centyrin-based (small, fully human binding domain, designed to increase T cell persistence and decrease exhaustion) chimeric antigen receptor (CAR). Secondary to the large carrying capacity of the non-viral vector, P-BCMA-101 cells carry two additional genes, a selection gene used to manufacture a purified product and a safety switch gene to allow the cells to be eliminated if desired. Rimiducid (safety switch activator) may be administered as indicated."
56654223|NCT03288493|Drug|Rimiducid|Rimiducid (safety switch activator) may be administered as indicated.
56654308|NCT03054298|Biological|huCART-meso cells|Intravenous administration or local delivery of lentiviral transduced huCART-meso cells in 7 cohorts with or without lymphodepletion..
56654330|NCT02935543|Biological|CART 19|CART19 cells transduced with a lentiviral vector to express anti-CD19 scFv TCRz:41BB administered by IV infusion. Subjects will receive 1-5 x 10^8 transduced CAR T cells as a split dose over three days as follows:Day 1, 10% fraction: 1-5x10^7 CART19 cells, Day 2, 30% fraction: 3x10^7-1.5x10^8 CART19 cells, Day 3, 60% fraction: 6x10^7-3x10^8 CART19 cells
