id|nct_id|ctgov_group_code|result_type|title|description
59558341|NCT02761915|OG004|Outcome|Dose Level 5|"If the required level of 1RG-CART survival is not reached, a further cohort of patients (Dose Level 5) will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 5-10x10^8 1RG-CART/m^2 IV which could be be split over two days (Day 0 and Day 1).~Assigned Interventions:~Leukapheresis Cyclophosphamide Fludarabine~1RG-CART/m^2"
59558342|NCT02761915|OG005|Outcome|Patients Who Underwent Leukapheresis But Did Not Proceed to Receive Any IMP|"Patients who were enrolled and underwent leukapheresis but who did not receive any IMP.~Assigned Interventions:~Leukapheresis"
59558343|NCT02761915|OG002|Outcome|Dose Level 3|"Patients in Dose Level 3 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558344|NCT02761915|OG003|Outcome|Dose Level 4|"Patients in Dose Level 4 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^8 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558345|NCT02761915|OG004|Outcome|Dose Level 5|"If the required level of 1RG-CART survival is not reached, a further cohort of patients (Dose Level 5) will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 5-10x10^8 1RG-CART/m^2 IV which could be be split over two days (Day 0 and Day 1).~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558346|NCT02761915|OG001|Outcome|Dose Level 2|"Patients in Dose Level 2 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -4 to -1) followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~1RG-CART/m^2"
59558347|NCT02761915|OG004|Outcome|Dose Level 5|"f the required level of 1RG-CART survival is not reached, a further cohort of patients (Dose Level 5) will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 5-10x10^8 1RG-CART/m^2 IV which could be be split over two days (Day 0 and Day 1).~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558348|NCT02761915|EG000|Reported Event|Dose Level 1|"Patients in Dose Level 1 will receive 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~1RG-CART"
59558349|NCT02761915|EG001|Reported Event|Dose Level 2|"Patients in Dose Level 2 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -4 to -1) followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~1RG-CART"
59558350|NCT02761915|EG002|Reported Event|Dose Level 3|"Patients in Dose Level 3 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART"
59558351|NCT02761915|EG003|Reported Event|Dose Level 4|"Patients in Dose Level 4 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^8 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART"
59558352|NCT02761915|EG004|Reported Event|Dose Level 5|"If the required level of 1RG-CART survival is not reached, a further cohort of patients (Dose Level 5) will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 5-10x10^8 1RG-CART/m^2 IV which could be be split over two days (Day 0 and Day 1).~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART"
59570108|NCT01865617|BG000|Baseline|ALL (High Tumor Burden) Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570109|NCT01865617|BG001|Baseline|ALL (High Tumor Burden) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570110|NCT01865617|BG002|Baseline|ALL (High Tumor Burden) Dose Level 3|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 3 up to 2x107 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570111|NCT01865617|BG003|Baseline|ALL (Low Tumor Burden) Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: low Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570112|NCT01865617|BG004|Baseline|ALL (Low Tumor Burden) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570113|NCT01865617|BG005|Baseline|CLL Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570114|NCT01865617|BG006|Baseline|CLL Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570115|NCT01865617|BG007|Baseline|CLL Dose Level 3|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL Dose level: 3 up to 2x107 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570116|NCT01865617|BG008|Baseline|CLL (Ibrutinib) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL (ibrutinib) Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570117|NCT01865617|BG009|Baseline|NHL Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570118|NCT01865617|BG010|Baseline|NHL Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570119|NCT01865617|BG011|Baseline|NHL Dose Level 3|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 3 up to 2x107 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570120|NCT01865617|BG012|Baseline|NHL (Dose Dense) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570121|NCT01865617|BG013|Baseline|Total|Total of all reporting groups
59570122|NCT01865617|FG000|Participant Flow|ALL (High Tumor Burden) Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570123|NCT01865617|FG001|Participant Flow|ALL (High Tumor Burden) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570124|NCT01865617|FG002|Participant Flow|ALL (High Tumor Burden) Dose Level 3|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 3 up to 2x107 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570125|NCT01865617|FG003|Participant Flow|ALL (Low Tumor Burden) Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: low Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570126|NCT01865617|FG004|Participant Flow|ALL (Low Tumor Burden) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: ALL Tumor Burden: high Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570127|NCT01865617|FG005|Participant Flow|CLL Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570128|NCT01865617|FG006|Participant Flow|CLL Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570129|NCT01865617|FG007|Participant Flow|CLL Dose Level 3|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL Dose level: 3 up to 2x107 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570130|NCT01865617|FG008|Participant Flow|CLL (Ibrutinib) Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: CLL (ibrutinib) Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570131|NCT01865617|FG009|Participant Flow|NHL Dose Level 1|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 1 up to 2x105 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570132|NCT01865617|FG010|Participant Flow|NHL Dose Level 2|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 2 up to 2x106 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
59570133|NCT01865617|FG011|Participant Flow|NHL Dose Level 3|"Patients receive anti-CD19-CAR lentiviral vector-transduced autologous T cells IV over 20-30 minutes on day 0. Treatment may be repeated in no less than 21 days with or without additional lymphodepleting chemotherapy if there is persistent disease in the absence of unacceptable toxicity.~Disease subgroup: NHL Dose level: 3 up to 2x107 EGFR+ cells/kg~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes: Given IV"
